user_id,operator_id,total_calls,active_days,total_rows,first_date,last_date,incoming_calls,incoming_missed_calls,incoming_wait_duration,missed_rate_in,avg_wait_in,outgoing_calls,outgoing_days,out_calls_per_day,outgoing_share,high_missed_in,high_wait_in,outbound_role,low_outbound,ineffective_inbound,ineffective,inefficiency_score
166407,888540,17,10,15,2019-09-23,2019-10-31,3.0,0.0,59.0,0.0,19.666666666666668,14.0,8.0,1.75,0.8235294117647058,False,False,True,True,False,True,1
166407,907440,173,46,83,2019-09-10,2019-11-27,6.0,0.0,143.0,0.0,23.833333333333332,167.0,46.0,3.630434782608696,0.9653179190751445,False,False,True,True,False,True,1
166407,907442,89,32,47,2019-09-10,2019-11-27,0.0,0.0,0.0,0.0,0.0,89.0,32.0,2.78125,1.0,False,False,True,True,False,True,1
166407,960950,14,7,8,2019-11-13,2019-11-26,0.0,0.0,0.0,0.0,0.0,14.0,7.0,2.0,1.0,False,False,True,True,False,True,1
166428,882680,99,40,43,2019-08-06,2019-11-27,99.0,3.0,1591.0,0.030303030303030304,16.07070707070707,0.0,0.0,0.0,0.0,True,False,False,False,False,False,1
166428,928202,25,14,14,2019-10-03,2019-10-29,25.0,0.0,371.0,0.0,14.84,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0
166482,934074,37,19,19,2019-10-13,2019-11-27,37.0,1.0,534.0,0.02702702702702703,14.432432432432432,0.0,0.0,0.0,0.0,True,False,False,False,False,False,1
166482,934076,11,6,7,2019-10-11,2019-11-16,11.0,1.0,311.0,0.09090909090909091,28.272727272727273,0.0,0.0,0.0,0.0,True,True,False,False,True,True,2
166485,887276,1327,70,267,2019-08-21,2019-11-27,431.0,3.0,12159.0,0.0069605568445475635,28.211136890951277,896.0,70.0,12.8,0.6752072343632253,False,True,True,False,False,False,1
166485,887278,308,42,99,2019-09-18,2019-11-27,52.0,0.0,899.0,0.0,17.28846153846154,256.0,41.0,6.2439024390243905,0.8311688311688312,False,False,True,False,False,False,0
166485,887282,2355,49,112,2019-08-22,2019-11-26,28.0,0.0,1249.0,0.0,44.607142857142854,2327.0,46.0,50.58695652173913,0.9881104033970276,False,True,True,False,False,False,1
166485,906866,655,15,29,2019-10-14,2019-11-21,0.0,0.0,0.0,0.0,0.0,655.0,15.0,43.666666666666664,1.0,False,False,True,False,False,False,0
166485,907174,2533,51,115,2019-09-08,2019-11-26,9.0,0.0,557.0,0.0,61.888888888888886,2524.0,51.0,49.490196078431374,0.9964469009080142,False,False,True,False,False,False,0
166487,959312,201,12,30,2019-11-11,2019-11-27,56.0,7.0,418.0,0.125,7.464285714285714,145.0,10.0,14.5,0.7213930348258707,True,False,True,False,False,False,1
166495,883940,638,16,36,2019-08-07,2019-10-06,6.0,0.0,76.0,0.0,12.666666666666666,632.0,16.0,39.5,0.9905956112852664,False,False,True,False,False,False,0
166495,883942,2107,57,149,2019-08-07,2019-11-27,77.0,0.0,543.0,0.0,7.0519480519480515,2030.0,57.0,35.6140350877193,0.9634551495016611,False,False,True,False,False,False,0
166503,884408,60,12,25,2019-08-08,2019-09-26,35.0,4.0,924.0,0.11428571428571428,26.4,25.0,7.0,3.5714285714285716,0.4166666666666667,True,True,True,True,True,True,3
166503,884412,766,62,113,2019-08-07,2019-11-27,18.0,0.0,750.0,0.0,41.666666666666664,748.0,55.0,13.6,0.9765013054830287,False,True,True,False,False,False,1
166503,906680,355,60,122,2019-09-10,2019-11-27,195.0,2.0,7227.0,0.010256410256410256,37.06153846153846,160.0,38.0,4.2105263157894735,0.4507042253521127,False,True,True,False,False,False,1
166503,925106,21,14,15,2019-10-08,2019-11-27,21.0,0.0,566.0,0.0,26.952380952380953,0.0,0.0,0.0,0.0,False,True,False,False,False,False,1
166511,891410,3397,75,261,2019-08-19,2019-11-27,660.0,2.0,8713.0,0.0030303030303030303,13.201515151515151,2737.0,75.0,36.49333333333333,0.8057109214012363,False,False,True,False,False,False,0
166511,891414,3001,72,249,2019-08-20,2019-11-27,503.0,1.0,5923.0,0.0019880715705765406,11.77534791252485,2498.0,72.0,34.69444444444444,0.8323892035988004,False,False,True,False,False,False,0
166511,891416,900,61,190,2019-08-20,2019-11-27,142.0,0.0,2081.0,0.0,14.654929577464788,758.0,61.0,12.426229508196721,0.8422222222222222,False,False,True,False,False,False,0
166520,884946,1859,40,82,2019-08-16,2019-11-26,12.0,0.0,159.0,0.0,13.25,1847.0,40.0,46.175,0.9935449166218397,False,False,True,False,False,False,0
166520,890232,33,15,15,2019-08-16,2019-11-13,0.0,0.0,0.0,0.0,0.0,33.0,15.0,2.2,1.0,False,False,True,True,False,True,1
166520,892028,1337,33,64,2019-08-20,2019-11-26,0.0,0.0,0.0,0.0,0.0,1337.0,33.0,40.515151515151516,1.0,False,False,True,False,False,False,0
166520,893674,2468,42,83,2019-08-21,2019-11-26,0.0,0.0,0.0,0.0,0.0,2468.0,42.0,58.76190476190476,1.0,False,False,True,False,False,False,0
166520,897894,19,5,5,2019-08-27,2019-09-18,0.0,0.0,0.0,0.0,0.0,19.0,5.0,3.8,1.0,False,False,True,True,False,True,1
166520,910902,15,8,8,2019-09-12,2019-11-22,0.0,0.0,0.0,0.0,0.0,15.0,8.0,1.875,1.0,False,False,True,True,False,True,1
166520,910926,25,7,7,2019-09-12,2019-10-27,0.0,0.0,0.0,0.0,0.0,25.0,7.0,3.5714285714285716,1.0,False,False,True,True,False,True,1
166520,923250,148,19,19,2019-09-29,2019-10-30,0.0,0.0,0.0,0.0,0.0,148.0,19.0,7.7894736842105265,1.0,False,False,True,False,False,False,0
166520,923254,10,4,4,2019-09-29,2019-11-26,1.0,0.0,45.0,0.0,45.0,9.0,3.0,3.0,0.9,False,False,False,False,False,False,0
166520,930524,28,8,8,2019-11-05,2019-11-26,0.0,0.0,0.0,0.0,0.0,28.0,8.0,3.5,1.0,False,False,True,True,False,True,1
166533,884478,2292,38,85,2019-08-07,2019-10-17,22.0,0.0,323.0,0.0,14.681818181818182,2270.0,38.0,59.73684210526316,0.9904013961605584,False,False,True,False,False,False,0
166536,900194,98,44,62,2019-08-29,2019-11-27,55.0,2.0,1179.0,0.03636363636363636,21.436363636363637,43.0,21.0,2.0476190476190474,0.4387755102040816,True,True,True,True,True,True,3
166536,925826,667,38,110,2019-10-06,2019-11-27,157.0,1.0,1090.0,0.006369426751592357,6.942675159235669,510.0,38.0,13.421052631578947,0.7646176911544228,False,False,True,False,False,False,0
166536,925828,589,35,100,2019-10-07,2019-11-27,160.0,0.0,1000.0,0.0,6.25,429.0,35.0,12.257142857142858,0.7283531409168081,False,False,True,False,False,False,0
166541,908834,24,4,5,2019-09-09,2019-09-12,23.0,0.0,781.0,0.0,33.95652173913044,1.0,1.0,1.0,0.041666666666666664,False,True,False,False,False,False,1
166541,908958,1059,79,143,2019-09-10,2019-11-27,952.0,3.0,26062.0,0.0031512605042016808,27.376050420168067,107.0,34.0,3.1470588235294117,0.10103871576959396,False,True,True,True,False,True,2
166541,908960,808,77,159,2019-09-10,2019-11-27,695.0,14.0,16264.0,0.02014388489208633,23.401438848920865,113.0,37.0,3.054054054054054,0.13985148514851486,True,True,True,True,True,True,3
166541,910958,13,9,10,2019-09-12,2019-10-12,13.0,0.0,709.0,0.0,54.53846153846154,0.0,0.0,0.0,0.0,False,True,False,False,False,False,1
166582,885876,59429,97,283,2019-08-11,2019-11-27,992.0,20.0,9017.0,0.020161290322580645,9.089717741935484,58437.0,97.0,602.4432989690722,0.9833078126840431,True,False,True,False,False,False,1
166582,885890,60221,80,253,2019-08-11,2019-10-29,1244.0,26.0,11306.0,0.02090032154340836,9.088424437299036,58977.0,80.0,737.2125,0.9793427541887382,True,False,True,False,False,False,1
166582,925922,20021,24,73,2019-10-01,2019-10-26,418.0,10.0,2812.0,0.023923444976076555,6.7272727272727275,19603.0,24.0,816.7916666666666,0.9791219219819189,True,False,True,False,False,False,1
166604,893402,389,73,117,2019-08-29,2019-11-27,338.0,3.0,5555.0,0.008875739644970414,16.43491124260355,51.0,29.0,1.7586206896551724,0.13110539845758354,False,False,True,True,False,True,1
166604,893420,235,54,72,2019-08-21,2019-11-27,206.0,1.0,4221.0,0.0048543689320388345,20.490291262135923,29.0,16.0,1.8125,0.12340425531914893,False,False,True,True,False,True,1
166609,886146,50,9,17,2019-08-12,2019-09-29,1.0,0.0,9.0,0.0,9.0,49.0,9.0,5.444444444444445,0.98,False,False,True,False,False,False,0
166609,887992,47,3,6,2019-08-13,2019-08-25,0.0,0.0,0.0,0.0,0.0,47.0,3.0,15.666666666666666,1.0,False,False,True,False,False,False,0
166609,892798,37,3,4,2019-08-25,2019-10-03,1.0,0.0,43.0,0.0,43.0,36.0,2.0,18.0,0.972972972972973,False,False,False,False,False,False,0
166619,897872,52,19,29,2019-08-27,2019-11-27,3.0,1.0,65.0,0.3333333333333333,21.666666666666668,49.0,19.0,2.5789473684210527,0.9423076923076923,False,False,True,True,False,True,1
166636,890582,162,45,66,2019-09-03,2019-11-27,104.0,1.0,1306.0,0.009615384615384616,12.557692307692308,58.0,18.0,3.2222222222222223,0.35802469135802467,False,False,True,True,False,True,1
166649,887416,18,11,11,2019-08-13,2019-11-13,18.0,0.0,301.0,0.0,16.72222222222222,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0
166658,890402,1782,75,220,2019-08-18,2019-11-27,539.0,0.0,5559.0,0.0,10.313543599257885,1243.0,74.0,16.7972972972973,0.6975308641975309,False,False,True,False,False,False,0
166658,890404,1865,75,230,2019-08-18,2019-11-27,516.0,2.0,5561.0,0.003875968992248062,10.777131782945736,1349.0,75.0,17.986666666666668,0.7233243967828418,False,False,True,False,False,False,0
166658,890406,1622,72,216,2019-08-18,2019-11-27,425.0,4.0,4021.0,0.009411764705882352,9.461176470588235,1197.0,72.0,16.625,0.7379778051787916,False,False,True,False,False,False,0
166658,890410,1232,72,147,2019-08-18,2019-11-27,16.0,0.0,108.0,0.0,6.75,1216.0,72.0,16.88888888888889,0.987012987012987,False,False,True,False,False,False,0
166658,890412,1135,72,146,2019-08-18,2019-11-25,23.0,0.0,369.0,0.0,16.043478260869566,1112.0,72.0,15.444444444444445,0.9797356828193833,False,False,True,False,False,False,0
166658,890416,1271,73,139,2019-08-18,2019-11-27,0.0,0.0,0.0,0.0,0.0,1271.0,73.0,17.410958904109588,1.0,False,False,True,False,False,False,0
166658,890420,695,43,79,2019-08-22,2019-10-22,0.0,0.0,0.0,0.0,0.0,695.0,43.0,16.162790697674417,1.0,False,False,True,False,False,False,0
166658,890422,402,31,56,2019-08-22,2019-10-22,0.0,0.0,0.0,0.0,0.0,402.0,31.0,12.96774193548387,1.0,False,False,True,False,False,False,0
166658,891152,273,55,85,2019-08-19,2019-11-27,0.0,0.0,0.0,0.0,0.0,273.0,55.0,4.963636363636364,1.0,False,False,True,False,False,False,0
166658,891154,528,70,118,2019-08-19,2019-11-27,0.0,0.0,0.0,0.0,0.0,528.0,70.0,7.542857142857143,1.0,False,False,True,False,False,False,0
166658,891156,18,7,11,2019-10-27,2019-11-27,0.0,0.0,0.0,0.0,0.0,18.0,7.0,2.5714285714285716,1.0,False,False,True,True,False,True,1
166658,891158,264,64,96,2019-08-19,2019-11-25,0.0,0.0,0.0,0.0,0.0,264.0,64.0,4.125,1.0,False,False,True,True,False,True,1
166658,891160,370,46,73,2019-08-28,2019-11-24,0.0,0.0,0.0,0.0,0.0,370.0,46.0,8.043478260869565,1.0,False,False,True,False,False,False,0
166658,891162,104,25,35,2019-08-28,2019-11-27,0.0,0.0,0.0,0.0,0.0,104.0,25.0,4.16,1.0,False,False,True,False,False,False,0
166658,891166,231,58,89,2019-08-19,2019-11-27,0.0,0.0,0.0,0.0,0.0,231.0,58.0,3.9827586206896552,1.0,False,False,True,True,False,True,1
166658,891170,193,24,40,2019-08-27,2019-11-27,0.0,0.0,0.0,0.0,0.0,193.0,24.0,8.041666666666666,1.0,False,False,True,False,False,False,0
166660,887802,137,37,58,2019-08-22,2019-11-27,16.0,0.0,209.0,0.0,13.0625,121.0,37.0,3.27027027027027,0.8832116788321168,False,False,True,True,False,True,1
166660,932460,25,14,15,2019-10-09,2019-11-24,25.0,1.0,418.0,0.04,16.72,0.0,0.0,0.0,0.0,True,False,False,False,False,False,1
166669,888406,15,12,13,2019-08-13,2019-11-15,9.0,1.0,255.0,0.1111111111111111,28.333333333333332,6.0,6.0,1.0,0.4,False,False,False,False,False,False,0
166677,890618,343,45,77,2019-08-18,2019-11-22,73.0,1.0,84.0,0.0136986301369863,1.1506849315068493,270.0,26.0,10.384615384615385,0.7871720116618076,False,False,True,False,False,False,0
166678,888868,72,17,31,2019-08-30,2019-10-27,20.0,1.0,403.0,0.05,20.15,52.0,9.0,5.777777777777778,0.7222222222222222,True,False,True,False,False,False,1
166678,900892,1262,78,246,2019-08-30,2019-11-27,329.0,3.0,2233.0,0.00911854103343465,6.787234042553192,933.0,76.0,12.276315789473685,0.7393026941362916,False,False,True,False,False,False,0
166678,900894,328,66,134,2019-08-31,2019-11-26,110.0,1.0,1317.0,0.00909090909090909,11.972727272727273,218.0,61.0,3.5737704918032787,0.6646341463414634,False,False,True,True,False,True,1
166678,925808,11,8,9,2019-10-01,2019-10-22,11.0,0.0,209.0,0.0,19.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0
166680,891744,11,5,8,2019-08-19,2019-10-20,5.0,0.0,107.0,0.0,21.4,6.0,4.0,1.5,0.5454545454545454,False,False,False,False,False,False,0
166680,891746,33,3,5,2019-09-10,2019-09-12,0.0,0.0,0.0,0.0,0.0,33.0,3.0,11.0,1.0,False,False,True,False,False,False,0
166680,915614,64,10,18,2019-09-19,2019-11-26,2.0,0.0,56.0,0.0,28.0,62.0,10.0,6.2,0.96875,False,False,True,False,False,False,0
166680,917234,1179,28,61,2019-09-23,2019-11-27,5.0,0.0,69.0,0.0,13.8,1174.0,28.0,41.92857142857143,0.9957591178965225,False,False,True,False,False,False,0
166680,932050,145,7,13,2019-10-08,2019-10-21,0.0,0.0,0.0,0.0,0.0,145.0,7.0,20.714285714285715,1.0,False,False,True,False,False,False,0
166680,932498,275,7,15,2019-10-21,2019-11-12,1.0,0.0,11.0,0.0,11.0,274.0,7.0,39.142857142857146,0.9963636363636363,False,False,True,False,False,False,0
166680,932500,1175,23,50,2019-10-10,2019-11-27,8.0,0.0,144.0,0.0,18.0,1167.0,23.0,50.73913043478261,0.9931914893617021,False,False,True,False,False,False,0
166680,932502,759,15,34,2019-10-10,2019-11-27,4.0,0.0,63.0,0.0,15.75,755.0,15.0,50.333333333333336,0.994729907773386,False,False,True,False,False,False,0
166680,941628,148,5,11,2019-11-05,2019-11-11,1.0,0.0,19.0,0.0,19.0,147.0,5.0,29.4,0.9932432432432432,False,False,True,False,False,False,0
166680,950444,86,17,28,2019-10-29,2019-11-27,0.0,0.0,0.0,0.0,0.0,86.0,17.0,5.0588235294117645,1.0,False,False,True,False,False,False,0
166680,954642,385,8,16,2019-11-05,2019-11-27,0.0,0.0,0.0,0.0,0.0,385.0,8.0,48.125,1.0,False,False,True,False,False,False,0
166680,960294,297,7,15,2019-11-19,2019-11-27,1.0,0.0,36.0,0.0,36.0,296.0,7.0,42.285714285714285,0.9966329966329966,False,False,True,False,False,False,0
166680,960296,172,5,11,2019-11-12,2019-11-24,2.0,0.0,126.0,0.0,63.0,170.0,5.0,34.0,0.9883720930232558,False,False,True,False,False,False,0
166688,890228,92,30,43,2019-08-16,2019-11-27,6.0,1.0,104.0,0.16666666666666666,17.333333333333332,86.0,28.0,3.0714285714285716,0.9347826086956522,False,False,True,True,False,True,1
166688,965328,28,6,8,2019-11-18,2019-11-27,0.0,0.0,0.0,0.0,0.0,28.0,6.0,4.666666666666667,1.0,False,False,True,False,False,False,0
166691,889410,1454,87,242,2019-08-15,2019-11-27,439.0,0.0,2777.0,0.0,6.325740318906606,1015.0,87.0,11.666666666666666,0.6980742778541953,False,False,True,False,False,False,0
166691,901734,28,13,13,2019-09-01,2019-11-27,28.0,0.0,393.0,0.0,14.035714285714286,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0
166692,898892,94,30,46,2019-08-27,2019-11-18,12.0,0.0,199.0,0.0,16.583333333333332,82.0,24.0,3.4166666666666665,0.8723404255319149,False,False,True,True,False,True,1
166708,899082,2166,71,205,2019-09-02,2019-11-27,655.0,1.0,13463.0,0.0015267175572519084,20.554198473282444,1511.0,71.0,21.281690140845072,0.6975992613111727,False,False,True,False,False,False,0
166711,891252,86,7,13,2019-08-20,2019-09-01,0.0,0.0,0.0,0.0,0.0,86.0,7.0,12.285714285714286,1.0,False,False,True,False,False,False,0
166713,891908,48,28,32,2019-08-21,2019-11-26,39.0,0.0,396.0,0.0,10.153846153846153,9.0,3.0,3.0,0.1875,False,False,False,False,False,False,0
166717,891988,888,65,168,2019-08-19,2019-11-27,414.0,0.0,3865.0,0.0,9.33574879227053,474.0,63.0,7.523809523809524,0.5337837837837838,False,False,True,False,False,False,0
166725,889754,1687,72,199,2019-08-15,2019-11-27,480.0,2.0,3807.0,0.004166666666666667,7.93125,1207.0,67.0,18.01492537313433,0.7154712507409603,False,False,True,False,False,False,0
166727,895170,11,10,10,2019-08-25,2019-09-20,11.0,0.0,161.0,0.0,14.636363636363637,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0
166732,894224,44,9,17,2019-10-06,2019-11-27,11.0,1.0,115.0,0.09090909090909091,10.454545454545455,33.0,8.0,4.125,0.75,True,False,True,True,False,True,2
166732,894226,24,6,11,2019-09-06,2019-10-29,0.0,0.0,0.0,0.0,0.0,24.0,6.0,4.0,1.0,False,False,True,True,False,True,1
166732,894230,21,6,12,2019-10-31,2019-11-27,6.0,1.0,95.0,0.16666666666666666,15.833333333333334,15.0,6.0,2.5,0.7142857142857143,False,False,True,True,False,True,1
166732,894232,20,10,13,2019-09-06,2019-10-30,4.0,1.0,43.0,0.25,10.75,16.0,8.0,2.0,0.8,False,False,True,True,False,True,1
166774,891824,44,13,19,2019-08-19,2019-11-24,12.0,0.0,195.0,0.0,16.25,32.0,8.0,4.0,0.7272727272727273,False,False,True,True,False,True,1
166782,893804,5846,93,289,2019-08-27,2019-11-27,2433.0,10.0,12458.0,0.004110152075626798,5.120427455815865,3413.0,84.0,40.63095238095238,0.5838179952104002,False,False,True,False,False,False,0
166782,894120,18,9,9,2019-08-21,2019-09-17,18.0,1.0,428.0,0.05555555555555555,23.77777777777778,0.0,0.0,0.0,0.0,True,True,False,False,True,True,2
166782,899250,1660,86,216,2019-08-29,2019-11-27,286.0,5.0,4577.0,0.017482517482517484,16.003496503496503,1374.0,72.0,19.083333333333332,0.827710843373494,True,False,True,False,False,False,1
166782,900180,1691,45,104,2019-09-02,2019-11-26,9.0,0.0,72.0,0.0,8.0,1682.0,44.0,38.22727272727273,0.9946777054997044,False,False,True,False,False,False,0
166782,919994,20,12,12,2019-10-06,2019-11-25,20.0,0.0,834.0,0.0,41.7,0.0,0.0,0.0,0.0,False,True,False,False,False,False,1
166800,892530,18,12,15,2019-08-19,2019-11-20,9.0,0.0,302.0,0.0,33.55555555555556,9.0,7.0,1.2857142857142858,0.5,False,False,False,False,False,False,0
166800,892532,155,32,67,2019-08-21,2019-11-27,65.0,0.0,1863.0,0.0,28.661538461538463,90.0,26.0,3.4615384615384617,0.5806451612903226,False,True,True,True,False,True,2
166800,892534,39,9,14,2019-08-22,2019-10-02,28.0,0.0,941.0,0.0,33.607142857142854,11.0,5.0,2.2,0.28205128205128205,False,True,True,True,False,True,2
166800,892536,29,17,21,2019-08-20,2019-11-27,16.0,0.0,582.0,0.0,36.375,13.0,8.0,1.625,0.4482758620689655,False,True,True,True,False,True,2
166800,892538,126,12,25,2019-08-20,2019-10-09,10.0,0.0,300.0,0.0,30.0,116.0,12.0,9.666666666666666,0.9206349206349206,False,True,True,False,False,False,1
166803,891946,48,21,27,2019-08-19,2019-11-04,16.0,0.0,316.0,0.0,19.75,32.0,11.0,2.909090909090909,0.6666666666666666,False,False,True,True,False,True,1
166803,893172,41,23,25,2019-08-20,2019-10-30,38.0,0.0,895.0,0.0,23.55263157894737,3.0,1.0,3.0,0.07317073170731707,False,True,False,False,False,False,1
166812,900594,235,47,83,2019-08-29,2019-11-27,34.0,0.0,365.0,0.0,10.735294117647058,201.0,46.0,4.369565217391305,0.8553191489361702,False,False,True,False,False,False,0
166813,900614,56,25,35,2019-08-29,2019-11-05,22.0,0.0,215.0,0.0,9.772727272727273,34.0,21.0,1.619047619047619,0.6071428571428571,False,False,True,True,False,True,1
166833,903254,1708,82,221,2019-09-03,2019-11-27,243.0,0.0,4134.0,0.0,17.012345679012345,1465.0,82.0,17.865853658536587,0.857728337236534,False,False,True,False,False,False,0
166836,901350,92,32,32,2019-09-12,2019-11-27,92.0,0.0,2343.0,0.0,25.467391304347824,0.0,0.0,0.0,0.0,False,True,False,False,False,False,1
166837,910044,19,10,10,2019-09-11,2019-11-04,19.0,0.0,282.0,0.0,14.842105263157896,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0
166839,902720,2419,47,126,2019-09-08,2019-11-17,99.0,0.0,1563.0,0.0,15.787878787878787,2320.0,45.0,51.55555555555556,0.9590739975196362,False,False,True,False,False,False,0
166843,895172,90,21,39,2019-08-25,2019-10-01,8.0,0.0,92.0,0.0,11.5,82.0,20.0,4.1,0.9111111111111111,False,False,True,True,False,True,1
166843,926312,140,26,52,2019-10-01,2019-11-27,10.0,0.0,135.0,0.0,13.5,130.0,23.0,5.6521739130434785,0.9285714285714286,False,False,True,False,False,False,0
166879,896536,182,62,67,2019-08-26,2019-11-27,182.0,2.0,3783.0,0.01098901098901099,20.785714285714285,0.0,0.0,0.0,0.0,False,True,False,False,False,False,1
166879,896538,14,11,11,2019-08-26,2019-11-21,14.0,1.0,665.0,0.07142857142857142,47.5,0.0,0.0,0.0,0.0,True,True,False,False,True,True,2
166879,903512,28,16,17,2019-09-03,2019-10-06,28.0,0.0,1190.0,0.0,42.5,0.0,0.0,0.0,0.0,False,True,False,False,False,False,1
166879,927070,32,20,20,2019-10-09,2019-11-23,32.0,0.0,1415.0,0.0,44.21875,0.0,0.0,0.0,0.0,False,True,False,False,False,False,1
166884,895774,118,23,39,2019-08-25,2019-10-15,13.0,0.0,142.0,0.0,10.923076923076923,105.0,21.0,5.0,0.8898305084745762,False,False,True,False,False,False,0
166884,895776,251,24,53,2019-08-25,2019-10-22,12.0,1.0,175.0,0.08333333333333333,14.583333333333334,239.0,24.0,9.958333333333334,0.952191235059761,True,False,True,False,False,False,1
166896,895574,96,46,47,2019-08-29,2019-11-26,96.0,3.0,1456.0,0.03125,15.166666666666666,0.0,0.0,0.0,0.0,True,False,False,False,False,False,1
166896,895576,70,39,40,2019-08-29,2019-11-25,70.0,1.0,1207.0,0.014285714285714285,17.242857142857144,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0
166896,895578,57,37,37,2019-08-29,2019-11-24,57.0,0.0,844.0,0.0,14.807017543859649,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0
166899,894656,3187,69,153,2019-08-22,2019-11-27,20.0,0.0,483.0,0.0,24.15,3167.0,69.0,45.89855072463768,0.9937245058048322,False,True,True,False,False,False,1
